Date,Open,High,Low,Close,Adj Close,Volume,retornos
2018-01-02,34.51612854003906,34.648956298828125,34.38330078125,34.573055267333984,28.821969985961914,17059833,
2018-01-03,34.582542419433594,34.886146545410156,34.37381362915039,34.8292236328125,29.0355224609375,14183151,0.7382164761464693
2018-01-04,34.8292236328125,35.02846145629883,34.724857330322266,34.90512466430664,29.09880256652832,13046517,0.21768630042582338
2018-01-05,34.93358612060547,34.99051284790039,34.734344482421875,34.97153854370117,29.15416717529297,13167517,0.1900889262415273
2018-01-08,34.83871078491211,34.91461181640625,34.468692779541016,34.582542419433594,28.82988166809082,19964341,-1.1185545828221954
2018-01-09,34.573055267333984,34.76280975341797,34.497154235839844,34.544593811035156,28.79824447631836,16876226,-0.10979367663677131
2018-01-10,34.47817611694336,34.734344482421875,34.44971466064453,34.60151672363281,28.845691680908203,18755825,0.16464534307547574
2018-01-11,34.76280975341797,34.819732666015625,34.554080963134766,34.68690872192383,28.916889190673828,15102555,0.2464828460866375
2018-01-12,34.75332260131836,34.91461181640625,34.5920295715332,34.667930603027344,28.901065826416016,20240700,-0.05472759955869044
2018-01-16,34.69639587402344,35.08538818359375,34.60151672363281,34.724857330322266,28.948530197143555,30536699,0.16407105625972918
2018-01-17,34.93358612060547,35.455406188964844,34.886146545410156,35.275142669677734,29.407264709472656,25332363,1.572276215507129
2018-01-18,35.265655517578125,35.265655517578125,34.819732666015625,35.09487533569336,29.256990432739258,19946528,-0.5123424248587582
2018-01-19,35.284629821777344,35.370018005371094,34.629981994628906,35.04743957519531,29.217439651489258,31133684,-0.13525578045130437
2018-01-22,35.0,35.1707763671875,34.84819793701172,35.0379524230957,29.209535598754883,21380495,-0.027073122906395852
2018-01-23,34.93358612060547,35.180267333984375,34.667930603027344,34.93358612060547,29.12253189086914,18527212,-0.2983109477315615
2018-01-24,35.09487533569336,35.1707763671875,34.84819793701172,35.0379524230957,29.209535598754883,18673191,0.2983109477315615
2018-01-25,35.07590103149414,35.426944732666016,35.00948715209961,35.32258224487305,29.44681167602539,18988232,0.80906541072574
2018-01-26,35.38899230957031,37.08728790283203,35.38899230957031,37.01138687133789,30.854700088500977,51441419,4.670313552320282
2018-01-29,37.00189971923828,37.40986633300781,36.7836799621582,37.0208740234375,30.862600326538086,36779014,0.025629778253088986
2018-01-30,36.25237274169922,36.764705657958984,35.436431884765625,35.86337661743164,29.897647857666016,48483684,-3.1765291504969095
2018-01-31,35.977230072021484,36.043643951416016,34.94307327270508,35.14231491088867,29.296539306640625,35859926,-2.031066746180299
2018-02-01,34.734344482421875,35.48387145996094,34.734344482421875,34.94307327270508,29.400314331054688,29697926,-0.568569797757057
2018-02-02,34.724857330322266,35.341556549072266,34.639469146728516,34.734344482421875,29.224695205688477,25588907,-0.599130741009013
2018-02-05,34.61100769042969,34.819732666015625,32.25806427001953,32.89373779296875,27.676050186157227,42463657,-5.444665299039819
2018-02-06,32.40986633300781,33.66223907470703,32.25806427001953,33.47248458862305,28.16299057006836,56035067,1.7441446755232626
2018-02-07,33.330169677734375,33.82352828979492,33.178367614746094,33.1878547668457,27.92351531982422,30955980,-0.8539757052081764
2018-02-08,33.20683288574219,33.36812210083008,31.878557205200195,31.907020568847656,26.84584617614746,45850792,-3.9357922613379337
2018-02-09,32.438331604003906,32.66603469848633,31.49905014038086,32.40986633300781,27.26892852783203,49851776,1.563682678864664
2018-02-12,32.68500900268555,33.083492279052734,32.286529541015625,32.88425064086914,27.668062210083008,38743670,1.4530946337654616
2018-02-13,32.79886245727539,33.235294342041016,32.64706039428711,33.149906158447266,27.891578674316406,21559570,0.8046046580721278
2018-02-14,32.92219924926758,33.52941131591797,32.78937530517578,33.3870964050293,28.091148376464844,24494749,0.7129604345435414
2018-02-15,33.55787658691406,33.89942932128906,33.28273010253906,33.880455017089844,28.50624656677246,22588379,1.4668809792927728
2018-02-16,33.927894592285156,34.78178405761719,33.851993560791016,34.402278900146484,28.945302963256836,27659595,1.5284509332234908
2018-02-20,34.1745719909668,34.6204948425293,34.041744232177734,34.16508483886719,28.7457332611084,27202370,-0.6918597842805685
2018-02-21,34.12713623046875,34.715370178222656,33.89942932128906,33.927894592285156,28.54616355895996,25872327,-0.6966686078148765
2018-02-22,34.032257080078125,34.29791259765625,33.785579681396484,33.90891647338867,28.530202865600586,23983454,-0.0559522745644081
2018-02-23,34.08918380737305,34.44022750854492,33.99430847167969,34.402278900146484,28.945302963256836,17940029,1.444480666659853
2018-02-26,34.43074035644531,35.30360412597656,34.35483932495117,35.189754486083984,29.607868194580078,25407302,2.2632165217555844
2018-02-27,35.1707763671875,35.332069396972656,34.85768508911133,34.91461181640625,29.37636947631836,23543093,-0.7849556224337473
2018-02-28,35.13282775878906,35.370018005371094,34.44971466064453,34.44971466064453,28.985212326049805,28360927,-1.3404703560127906
2018-03-01,34.26945114135742,34.411766052246094,33.396583557128906,33.8045539855957,28.44239044189453,30282896,-1.89051880005775
2018-03-02,33.72865295410156,34.22201156616211,33.58633804321289,34.108158111572266,28.697832107543945,22271336,0.8941069769618171
2018-03-05,33.98482131958008,34.4212532043457,33.937381744384766,34.26945114135742,28.833539962768555,22319609,0.471772355612865
2018-03-06,34.38330078125,34.38330078125,33.91840744018555,34.041744232177734,28.641950607299805,18003479,-0.6666776984965761
2018-03-07,33.776092529296875,34.23149871826172,33.72865295410156,34.08918380737305,28.681867599487305,23440328,0.13926005186526424
2018-03-08,34.14611053466797,34.629981994628906,34.08918380737305,34.629981994628906,29.136882781982422,21646630,1.5739694904219892
2018-03-09,34.734344482421875,35.02846145629883,34.658443450927734,34.886146545410156,29.352418899536133,19300743,0.7369964802540707
2018-03-12,35.02846145629883,35.10436248779297,34.629981994628906,34.734344482421875,29.224695205688477,26571656,-0.4360851275701183
2018-03-13,34.91461181640625,35.06641387939453,34.563568115234375,34.86717224121094,29.336454391479492,29560695,0.3816811078122484
2018-03-14,34.95256042480469,35.09487533569336,34.326377868652344,34.487667083740234,29.01714324951172,23378458,-1.0943978789540232
2018-03-15,34.487667083740234,34.92409896850586,34.487667083740234,34.70588302612305,29.200742721557617,20508310,0.6307427946333988
2018-03-16,34.76280975341797,35.14231491088867,34.743831634521484,34.89563751220703,29.36040687561035,34125253,0.5452609504731143
2018-03-19,34.91461181640625,34.91461181640625,34.23149871826172,34.468692779541016,29.001174926757812,20003761,-1.2310365360360898
2018-03-20,34.50664138793945,34.67741775512695,34.26945114135742,34.468692779541016,29.001174926757812,20295824,0.0
2018-03-21,34.6204948425293,34.84819793701172,34.34535217285156,34.411766052246094,28.95328712463379,19071392,-0.16529140839449674
2018-03-22,34.184059143066406,34.28842544555664,33.65275192260742,33.776092529296875,28.418439865112305,22094686,-1.8645311700159706
2018-03-23,33.67172622680664,33.68121337890625,32.67552185058594,32.72296142578125,27.5323543548584,29385731,-3.1676214838748162
2018-03-26,33.14041519165039,33.34914779663086,32.561668395996094,33.244781494140625,27.971410751342773,24926468,1.5820791477833662
2018-03-27,33.37760925292969,33.73814010620117,32.99810028076172,33.2163200378418,27.947458267211914,28835227,-0.08564846920267044
