Country Name;Indicator Name;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Cyprus;Green GDP;296138957,3;317334977,8;352946487,6;376150174,8;409426065,8;450636488,1;528752037,4;688516180,6;918291940,7;1243996187;2106557413;2042089698;2113319286;2112722169;2229718948;2382221087;3038363581;3647072295;4219125960;4504849705;5531073387;5706395912;6845443263;6509844401;7338148450;9853250807;9928485722;9463297926;10162619703;10413008999;9894406996;10304708558;11321092273;14442950391;17220827372;18331541378;19958803076;23828656534;27680849425;25801125239;25579836290;27419278531;24841411838;23781446113;23008384206;19668954821;20777084435;22522641823;24833103344;24472972183
Czech Republic;Green GDP;10292772000;11342739615;12028319401;13581661456;14079614345;14246316233;14576402956;15330380674;14805386572;15330486798;18421730374;20132339719;20445473883;21663974139;23246487635;24189415698;24257989491;24110164003;19176396952;25331017274;25826320288;14251295273;32883461869;39007640783;46020804623;58257467243;65465331559;60251167563;64987631150;63490896067;60074176026;65860950128;80330695700;98005921142;1,17378E+11;1,34454E+11;1,53561E+11;1,87242E+11;2,33195E+11;2,04212E+11;2,05401E+11;2,25744E+11;2,05525E+11;2,07696E+11;2,06252E+11;1,85333E+11;1,93583E+11;2,14243E+11;2,4311E+11;2,44906E+11
Denmark;Green GDP;16353817747;18417270518;22530299617;30032884681;33501415165;39798725865;43840755273;49022117755;59596236495;69555802499;70320210280;61128195435;59598962566;59791272246;58234238280;61598788582;87093219926;1,0832E+11;1,14515E+11;1,11326E+11;1,37029E+11;1,38069E+11;1,51784E+11;1,41992E+11;1,54915E+11;1,83808E+11;1,85972E+11;1,71986E+11;1,75957E+11;1,76386E+11;1,61137E+11;1,62252E+11;1,76121E+11;2,15422E+11;2,47887E+11;2,59679E+11;2,77164E+11;3,14096E+11;3,46301E+11;3,16674E+11;3,16489E+11;3,37231E+11;3,20848E+11;3,38497E+11;3,48481E+11;2,99852E+11;3,10668E+11;3,26544E+11;3,52617E+11;3,46168E+11
Djibouti;Green GDP;111925528,4;116653259;120960167,5;127792763,2;138180123,7;147374947,4;154279808,7;161951589,8;160515519,9;170064552,9;176190815,7;187955421,3;224466436,4;268777007,4;284226697,1;312018087,9;328124574,3;344790576,8;369179689,9;382565193,9;427429229,1;438434728,2;453865884,1;441396271,3;465292948,4;469756074,4;465889517,7;473068933,7;484747471,8;506078854,3;519563312,1;541155662,1;558466964,8;590359966,5;632762666,3;675943000,2;741652307,3;820109150,7;970323436,6;1023628446;1103946423;1216399682;1330330433;2018124571;2180377734;2399719578;2578085424;2724907101;2982211562;3285114707
Dominican Republic;Green GDP;1379538243;1554115613;1855098200;2193925387;2764178906;3427878089;3777748551;4410526922;4577833773;5317168343;6546658963;7343003846;8073193372;8995578866;11424987278;4865299549;5949492962;5639845574;5129452481;6469941716;6901952481;9557898409;11174687417;12898513271;14403907205;16250370614;17920952842;19687277236;21415137723;21819638401;23902142928;25251554938;26974628899;21085591276;22034778065;35476895950;37141558693;42486501957;47500626683;47920453737;53494617343;57468532506;60032878375;61620196559;66061288478;70177927934;74367505207;78470657828;84031420859;87421043524
Ecuador;Green GDP;2739085994;2631006369;3041615016;3639251777;6072295735;7194613783;8433654811;10505687022;11247509096;12611280460;16159302454;20189891223;18624507450;15354407199;15196104170;15405916573;14285113846;13040630429;11759677150;12404204045;13416144893;15828433683;16911962560;17786861819;21587015462;22966371966;23411591258;26672391312;27019128831;18283645013;16072705980;23037005298;27174116401;30574749336;33201267288;36496456924;41079958495;45974440016;55430180294;59023329476;65082595550;72912902502;81562519738;88729379756;95216841489;96288233577;97546531579;1,00986E+11;1,04854E+11;1,0456E+11
Egypt, Arab Rep.;Green GDP;7691360455;8228917435;8894956745;9710659888;8570882975;10667231282;11945285454;12494081030;12445352631;13145987453;15539091625;16101995713;22581062788;25829144712;27814948035;32724063739;37669383277;34951408340;29893054558;33864351104;35528590222;31915549520;36471969234;41480047864;47389997893;55140551144;61667674156;73214168464;80858272548;85348581455;93100799697;91821686257;81624982217;75285971311;69790220910;78271242042;94723305892;1,17097E+11;1,44185E+11;1,75927E+11;2,03709E+11;2,13789E+11;2,57267E+11;2,66201E+11;2,84083E+11;3,20799E+11;3,22881E+11;2,20774E+11;2,38375E+11;2,91689E+11
El Salvador;Green GDP;824963019,5;853354457,8;920449344,6;1080048512;1290538998;1508687734;1940817880;2539773205;2715205795;3076330518;3189005242;3053733134;2968464762;3115176280;3283831571;3498638414;3440162195;3656589126;3895168024;4065842209;4473868743;4876007499;5449838669;6317027158;7311250236;8520027644;9205370009;9791924666;10563313307;10921148944;11374711797;11913330609;12246469452;12838546469;13328665114;14280370532;15703462102;16716969469;17724329133;17316259000;18086752303;19972574178;21089665387;21678202177;22224156207;23097671102;23821789759;24597744014;25717358835;26702368285
Equatorial Guinea;Green GDP;65738872,18;64028689,66;63148584,87;80678554,97;93381528,97;103388734,9;102741046,3;103057840,5;94862368,95;74962988,81;49733887,29;35678984,29;43193310,41;43454609,73;49111767,12;61043454,72;75146659,27;91822901,3;98885229,95;86508493,88;110939185,6;109726285,7;133142523,5;133270180,4;97954534,85;137590596,9;186739852,7;249498131,9;228658886,9;367217430,4;623758723,8;1004663349;1122461192;1784518798;3325894208;5473752142;6358324663;8096183029;13085932745;11034680804;11340031690;15723759432;15169989123;15751146424;16092369598;10587552538;9632754510;10254611389;11725141623;9529132730
Eritrea;Green GDP;97192387,92;100885312,8;106707745,4;106456190,7;103582165,2;100705045,5;104163404,6;104263382,7;106331239;125642895,7;126246258,8;135548705,5;139367549,8;154456291,1;156835143,2;176953429,2;180210597,3;213200887,3;224458078,8;228922758;232433286,7;231888224,1;255163962,2;238113888;286929430,4;309561014,4;418517728,9;486922144,7;545198190,5;505819692,1;515630271,7;557064446;541046908,5;711505831,9;950598685;930283829,4;1041740695;1127506084;1173377814;1659634416;1397465770;1616227560;1889646101;1858238587;1950386631;2014079148;2280230202;2283016141;2348751799;2554850740
Estonia;Green GDP;1838061209;1801615536;1920527285;1900692511;1896994709;1950781929;2075684671;2260494713;2292550845;2384697190;2232241029;2622401987;2790065856;2823880886;2902341877;3099593305;3159969018;3247178877;3363098400;3221549716;3431527175;3527094574;3627839829;3681264272;3771404736;4043040743;4316919147;4725940163;5259953604;5342457660;5189671233;5816714701;6853158588;9339440190;11554655993;13564890475;16434773351;21741537778;23549442054;18824462559;18844007641;22383990675;22273319967;24246732466;25790383665;22248274588;23236333725;26101291762;29863551959;31113647744
Eswatini;Green GDP;88330875,43;108942700,4;139911059,2;214475148,4;256496433,2;246762962,1;230695936;265583194,3;304664100,5;378186744,8;509284745,5;540828962,1;504228493,1;519575572,2;460404189,3;329673051,6;416367379,5;542907111,8;650885851,5;659782128,3;1072672179;1117530220;1243783489;1316826198;1374869501;1650685074;1550270101;1666080362;1526074871;1504726975;1698049645;1499335211;1379840639;2157432006;2733369160;3134922134;3244782775;3409038650;3222803982;3511775931;4380208716;4756023942;4786261727;4479048076;4328143264;3983765143;3755276297;4365400194;4616464123;4302343388
Ethiopia;Green GDP;4024001417;4486728251;4596356003;4752476879;4965261273;5340103777;5549635594;5896273533;5929508223;6086019737;6222564882;6303753369;6357536388;7630182395;7150033789;8758303739;8743975956;9301689726;9582090070;10232868922;10718127105;12054719741;8780349085;7153275264;4894961576;5148696171;6150857726;6266193292;5388231485;6040153272;6591111987;6535770321;5824110720;5635474008;7280002774;9489250666;12474647865;15852212346;22755377540;27697326891;24684646989;25824303163;37535830819;41369247450;48769676541;57546345947;66755135674;73813391004;76071838855;88194412628
Fiji;Green GDP;213377547,5;240831790,9;309226040,7;417753720,5;549614535,7;675509035,1;686955144,4;708692633,7;818729520;1007268754;1190233154;1220606074;1181106586;1111314055;1167504612;1130598653;1276772565;1163036484;1093224751;1169054669;1321686524;1371545485;1519459682;1623034894;1798665377;1946972533;2100731958;2069538283;1636334900;1922863502;1664399755;1638248384;1816298399;2290449645;2693988596;2989697100;3084000427;3387031287;3496340882;2836343145;3077475275;3710382894;3900493749;4133787690;4801630486;4621161538;4862491261;5285145014;5466279200;5466417446
Finland;Green GDP;10583676522;11767701439;13932618237;18561685956;24009738311;28660497009;31010806115;32646099631;35397031284;43560663307;52648669804;51560592167;51959964487;50126682624;52070304776;54951851464;72555507912;90548714940;1,08009E+11;1,17925E+11;1,40443E+11;1,26747E+11;1,11547E+11;88145296986;1,02084E+11;1,3301E+11;1,30772E+11;1,25522E+11;1,32669E+11;1,33869E+11;1,24424E+11;1,28046E+11;1,38266E+11;1,69607E+11;1,95457E+11;2,03213E+11;2,15061E+11;2,54126E+11;2,82369E+11;2,50422E+11;2,46264E+11;2,7196E+11;2,5521E+11;2,6815E+11;2,71435E+11;2,3188E+11;2,37975E+11;2,52235E+11;2,72591E+11;2,67781E+11
France;Green GDP;1,43547E+11;1,60797E+11;1,9812E+11;2,58644E+11;2,79885E+11;3,5572E+11;3,66545E+11;4,04763E+11;5,00905E+11;6,07735E+11;6,95151E+11;6,10052E+11;5,79777E+11;5,54787E+11;5,25738E+11;5,48225E+11;7,66939E+11;9,29697E+11;1,01442E+12;1,0205E+12;1,26458E+12;1,26466E+12;1,39713E+12;1,31855E+12;1,38997E+12;1,59697E+12;1,60122E+12;1,44873E+12;1,49878E+12;1,48838E+12;1,35792E+12;1,37199E+12;1,48986E+12;1,836E+12;2,11121E+12;2,19152E+12;2,31401E+12;2,6527E+12;2,91376E+12;2,68587E+12;2,63821E+12;2,85713E+12;2,67954E+12;2,80687E+12;2,84835E+12;2,43436E+12;2,46725E+12;2,59094E+12;2,78337E+12;2,71116E+12
Gabon;Green GDP;952558395,4;1019600004;1055020927;1047199197;682509219;1132243805;1907280189;1592141496;1276835830;1229412547;2741096805;2778484169;2795266179;2370858580;2325422769;2031980172;2595130363;2250658939;2861166097;2632481756;3989743050;3829497131;3816837449;2489207668;2509092311;3271189676;3734946288;3406352665;3425079495;3314619459;3098467808;3322304493;3441346004;4427911761;4960425528;5608990836;5941309345;7197160994;8929345516;6689203597;9030709540;12417049977;9959145760;11081478220;12462912397;10834791515;10730679749;11141464646;13016815653;15158913911
Gambia, The;Green GDP;50284157,11;53537305,99;56703521,78;72396052,47;92556725,57;110898533,9;107476836,6;132743571,4;165538186,9;199405466,9;232348223,7;209881479,9;204756680,1;204897657,5;168523397,2;219334368,4;175543213,2;209986607,6;255391056,8;271291140,5;300664861,1;678805034,9;698639066,6;735570892,3;725358532,7;759148422,5;823040634,7;778566546,5;815654174,3;794003819,5;759808062,1;663564284,2;550736002,2;446565609;926819937,6;988235131,8;1003232963;1218184238;1485415930;1362401408;1457621979;1303069280;1275992005;1285105725;1145172481;1266751662;1381443957;1406140513;1527077710;1665496540
Georgia;Green GDP;1898280793;1916449245;2159753444;2450240560;2625903337;2775527217;2900832082;3128520414;3329055304;3851840035;3988256762;4338078864;4479817561;4637150227;4864415101;5264698035;6352030096;6799345484;6826556423;6942257862;7532165418;6092703388;3359923851;2542265299;2331188630;2499231072;2905573517;3326230943;3427269761;2619389773;2862547205;3022381478;3199079791;3772070400;4969413365;6235371215;7536589951;9958460783;12562230387;10524694106;11932227507;14687906239;16070923837;16789410214;17271962101;14596656265;14771990999;15862228040;17193107926;17478956126
Germany;Green GDP;2,10547E+11;2,44293E+11;2,93962E+11;3,92281E+11;4,38165E+11;4,81944E+11;5,10506E+11;5,91327E+11;7,31292E+11;8,71429E+11;9,39278E+11;7,87904E+11;7,6428E+11;7,59177E+11;7,13928E+11;7,21186E+11;1,0359E+12;1,28801E+12;1,39053E+12;1,38764E+12;1,7598E+12;1,85719E+12;2,12049E+12;2,06063E+12;2,19483E+12;2,57549E+12;2,48646E+12;2,20153E+12;2,229E+12;2,18465E+12;1,93284E+12;1,93304E+12;2,05815E+12;2,48572E+12;2,79843E+12;2,83459E+12;2,97999E+12;3,40972E+12;3,71621E+12;3,38646E+12;3,38476E+12;3,73214E+12;3,51567E+12;3,72155E+12;3,87381E+12;3,35104E+12;3,45766E+12;3,65632E+12;3,94004E+12;3,83655E+12
Ghana;Green GDP;2085640642;2286513907;1974336604;2319046740;2728825924;2648090573;2602028805;3013612081;3486672899;3812440870;4158412548;3972568942;3807738768;3818842509;4186425067;4276850324;5501274102;4815865141;4923366828;5024825935;5630809501;6367936276;6088427121;5527962585;4849044573;5813799930;6246119677;6214302985;6802480418;7203833440;4315061665;4701706609;5508340467;6616985653;7808469049;9545187757;19308687428;23135984887;25954297748;22843307508;28884591137;34139426185;35044807971;57339662347;47261250613;42587161231;49594708913;52409987390;58942466834;59944192422
Greece;Green GDP;12841214751;14250990148;16500698239;21893592093;24902576149;28043594373;30615080157;35597383686;43691023067;53859983376;56190485800;51679059729;53887272641;48653331816;47223877537;46973060080;55628544804;64837612844;75314251011;78118429363;96893796647;1,04189E+11;1,15265E+11;1,07865E+11;1,15641E+11;1,35897E+11;1,44852E+11;1,42122E+11;1,43366E+11;1,41503E+11;1,28995E+11;1,35019E+11;1,52692E+11;2,00745E+11;2,39158E+11;2,46402E+11;2,71778E+11;3,16753E+11;3,52762E+11;3,28696E+11;2,979E+11;2,86228E+11;2,44342E+11;2,38735E+11;2,35898E+11;1,95613E+11;1,94307E+11;2,02611E+11;2,17138E+11;2,08954E+11
Guatemala;Green GDP;1714242034;1787001281;1890671203;2335603748;2890862489;3339564560;4069229424;5147877583;5727071513;6543373782;7476857766;8234215078;8263087808;8719709057;9168326077;9445582507;6930782689;6775101361;7531075987;8101659292;7234845945;8984978737;10012763159;10990977821;12536820935;14166936588;15227779232;17273821764;18860969963;17783828528;18716645992;18129064071;20211076129;21326460997;23350843015;26564477727;29482298789;33198978308;38102608553;36617614702;39848276748;45991842875;48840043396;51318956022;55767962607;60530064622;64295495533;69760326740;71131246874;75224349387
Guinea;Green GDP;653802229;734569829,5;806382963,8;824296919,4;837394005,7;921087601,8;1073320676;1159163693;1251463795;1319209166;1357612749;1382537682;1460334261;1549578053;1625837977;1702700650;1717122701;1843523393;2180143671;2214007520;2411609963;2768465850;3082207188;3090166387;3153803801;3281772451;3454999257;3502956882;3304179937;3207795696;2726624984;2576254322;2646938859;3024920382;3267623876;2461477114;3843068856;5855054017;6139306580;5717094923;5762915633;5519648910;6354107129;7251377911;7596075304;7528667225;7176284785;9002757367;10682858239;11837865502
Guinea-Bissau;Green GDP;77498635,34;77207972,08;86407000,14;87503219,09;96882292,42;106849844,1;110416620,3;112957462,3;120498415;116174992,2;107955523;151774787,2;162441165,7;160450622,7;135097416;140147543,8;126615329,8;169810625,4;160001538,2;208418884,8;239692756,4;252414636,8;221181618,7;233670268;230586969;244759338,9;258411666,7;254047965,9;189482553,3;210457736,9;357570758,2;376776174;393332587;438802014;493182578,7;543349005;543288647,8;627731271,4;786523716,5;729181525,8;755042864;1004839358;868263421,4;917668167,1;918814139,8;897078486,7;1028612070;1200746415;1269701390;1185134916
Guyana;Green GDP;247666478,6;262703551,2;265420560,6;283983244,4;413166890,6;469854192,7;430251279,6;424340404,7;479557467,1;508311561,5;577113478,2;544956756,6;462251061;473371303;417217254,1;433607632,6;488811518,4;334422273,1;395089923,7;364210504;381388990,1;333304917,5;360120866,3;439646611,9;521104498,6;603295574,7;684782334,9;727962485,7;696204383,8;673236705,1;691487570,8;692164641,8;707275778,8;721912716,5;760823026,5;806500386,2;1441889891;1718669653;1827633919;1930699332;2083828236;2273245788;2459225845;2625468661;2814395568;2923073152;3055818431;3080288199;3330547772;3676108062
Haiti;Green GDP;190129093,6;214327736,8;217403121,1;303020334,4;390903021,9;497936764,8;686170941,3;743399039;769092822,7;866844202,5;1197274152;1292685015;1264194027;1439674158;1635787896;1873527125;2180225740;1904880412;2470259882;2618305618;2966702135;3328415114;2110346560;1735428212;2034184662;2649235596;2740805757;3162041123;3561040946;3994664287;3792559839;3401737040;3275622825;2761237348;3273100461;4035577983;4456058733;5573889313;6208430729;6232164974;6233831237;7109274510;7484026679;8063047593;8346422710;8371546602;7593413672;8032166040;9250343237;8352661852
Honduras;Green GDP;552752639,6;558037536,9;620759772,7;713353873,5;822282520,6;914603191,6;1133276302;1443076504;2879367148;3305610218;3708504606;3794651963;3982271445;4219433521;4653601443;5027330410;5440970437;5948459591;5593124261;5126432526;4616879512;4356291846;4652970723;4651338553;4351217688;5049081739;4900932853;5400679883;6098507457;6142420933;6826565446;7273518983;7457704507;7798405760;8395548585;9275318692;10346459138;11773604909;13267728310;14073323330;15196471489;17027856666;17851182521;17775400454;18941834769;20287729173;20966364326;22645156063;23529337706;24586929677
Hungary;Green GDP;14138837497;14283958834;14697183752;14974712353;15958580930;16982953531;18014166631;18765955487;18803227575;19111902769;19541160335;20477999413;22606145533;24329664973;25781506353;26521686607;27505016136;28807156631;29698225158;30265768191;31642417626;33849519816;37880996439;39247840539;42333685815;45563532667;45752402791;46431781539;47937749939;48275730920;46337255152;52849425436;66741399033;84381523419;1,03004E+11;1,11947E+11;1,14399E+11;1,38755E+11;1,56691E+11;1,292E+11;1,29725E+11;1,3955E+11;1,26671E+11;1,34158E+11;1,39461E+11;1,23588E+11;1,26616E+11;1,40531E+11;1,56868E+11;1,60152E+11
India;Green GDP;59964369590;64756879628;68725083262;82542863773;96238562507;93954499075;98321543005;1,15685E+11;1,31398E+11;1,47029E+11;1,80262E+11;1,85858E+11;1,92536E+11;2,09932E+11;2,03674E+11;2,22964E+11;2,40465E+11;2,6976E+11;2,86843E+11;2,83879E+11;3,07525E+11;2,57537E+11;2,76002E+11;2,66978E+11;3,15194E+11;3,46666E+11;3,78109E+11;4,00874E+11;4,06949E+11;4,42886E+11;4,5025E+11;4,68106E+11;4,97054E+11;5,88363E+11;6,86159E+11;7,91705E+11;9,05972E+11;1,17372E+12;1,14064E+12;1,29984E+12;1,62298E+12;1,75992E+12;1,77012E+12;1,80031E+12;1,98671E+12;2,05942E+12;2,24887E+12;2,60144E+12;2,65978E+12;2,81268E+12
Indonesia;Green GDP;8632348692;8725954050;10248002838;15204900936;22931348105;27166424018;32939756093;40256325738;45732390723;37700627247;58681939030;73724257009;83195402626;72466850075;75720293803;76886152878;74478222978;68495583784;78026414896;85626014145;95227214888;1,08553E+11;1,19218E+11;1,49678E+11;1,68561E+11;1,92591E+11;2,15974E+11;2,04653E+11;86424624305;1,3146E+11;1,52474E+11;1,48222E+11;1,84208E+11;2,22486E+11;2,38857E+11;2,62222E+11;3,397E+11;4,02595E+11;4,72386E+11;5,12818E+11;7,2293E+11;8,46606E+11;8,72862E+11;8,70672E+11;8,59129E+11;8,37687E+11;9,11114E+11;9,91015E+11;1,01793E+12;1,09271E+12
Iran, Islamic Rep.;Green GDP;6621795779;7408014547;9848042304;18634417392;25829995688;35434191000;51945651722;65765701206;62810561649;76311402103;88435647831;96039158179;1,16859E+11;1,47118E+11;1,55195E+11;1,72696E+11;2,0595E+11;1,28043E+11;1,17746E+11;1,12172E+11;1,12963E+11;71762644776;61531284898;50928761360;61093110936;87937637922;1,1028E+11;1,03437E+11;1,02044E+11;1,02908E+11;93058266881;1,13512E+11;1,17449E+11;1,40007E+11;1,71999E+11;2,01705E+11;2,38111E+11;3,19764E+11;3,7271E+11;3,88716E+11;4,53785E+11;5,38624E+11;5,66104E+11;4,25222E+11;3,99449E+11;3,64416E+11;3,96691E+11;4,17925E+11;4,36511E+11;4,55104E+11
Iraq;Green GDP;1689040610;1950617370;2061590146;2796024606;8975784879;10660393473;14272045850;16084199021;19730606923;33343787962;36147258756;33962589813;40727635493;39024959127;44829800406;45546979212;44928344489;53565141367;58520101146;59780803731;1,77076E+11;1,48049E+11;1,15322E+11;1,04581E+11;1,02009E+11;92272169257;87172465514;82381912093;56135986399;45260915626;35915547453;34549644999;35716809147;32960809646;29525550287;43623671530;59066090586;82162898701;1,21316E+11;1,02563E+11;1,26029E+11;1,70579E+11;1,96935E+11;2,10944E+11;2,08338E+11;1,55611E+11;1,54632E+11;1,73351E+11;2,04214E+11;2,10389E+11
Ireland;Green GDP;4160784512;4834618300;5939590650;7183211730;7565906291;9223021896;9195182591;10972032343;14371904671;17968638279;21411461527;20342513328;21172834281;20435720367;19759727108;20913645886;28380614924;33586085416;37348996522;38750469450;48907208320;49441825008;55595606077;52068758954;56746274606;68799636017;75422905548;82354532678;89619071229;98215677687;99341670334;1,08593E+11;1,27423E+11;1,63764E+11;1,93307E+11;2,11087E+11;2,30762E+11;2,68654E+11;2,74316E+11;2,35682E+11;2,21369E+11;2,36772E+11;2,2437E+11;2,37907E+11;2,578E+11;2,90878E+11;2,99754E+11;3,34747E+11;3,81891E+11;3,87978E+11
Israel;Green GDP;6858585142;6526213642;8582564738;11104662560;16103719023;15122045426;14958312942;17130943832;16605993754;21276607663;23483749832;24909221874;27552039806;30812227796;28887549020;27215834827;33797390644;40657129560;49763738901;49547730557;58606824504;67149137479;75131061037;75485296520;85805394906;99817592525;1,09406E+11;1,14071E+11;1,15299E+11;1,16493E+11;1,31675E+11;1,30051E+11;1,2046E+11;1,26268E+11;1,34806E+11;1,4185E+11;1,53245E+11;1,78131E+11;2,14956E+11;2,06478E+11;2,33096E+11;2,6039E+11;2,56022E+11;2,91381E+11;3,0831E+11;2,98591E+11;3,17849E+11;3,52269E+11;3,69424E+11;3,93977E+11
Italy;Green GDP;1,10095E+11;1,21205E+11;1,41595E+11;1,71504E+11;1,95395E+11;2,23685E+11;2,20398E+11;2,53439E+11;3,10687E+11;3,88881E+11;4,72275E+11;4,25985E+11;4,22956E+11;4,38572E+11;4,33327E+11;4,47591E+11;6,35972E+11;8,01143E+11;8,86886E+11;9,23608E+11;1,17599E+12;1,24113E+12;1,31512E+12;1,05991E+12;1,09427E+12;1,16947E+12;1,30718E+12;1,23655E+12;1,26498E+12;1,24683E+12;1,13795E+12;1,16102E+12;1,26478E+12;1,56805E+12;1,79692E+12;1,85066E+12;1,94061E+12;2,20298E+12;2,39102E+12;2,18494E+12;2,12734E+12;2,28436E+12;2,07959E+12;2,13449E+12;2,15301E+12;1,83073E+12;1,87099E+12;1,95662E+12;2,08064E+12;1,9961E+12
Jamaica;Green GDP;1272875446;1397987244;1731549776;1733389031;2189696627;2678486253;2796268038;3060804597;2435303434;2221994562;2479638218;2782968028;3116953028;3445805756;2202430339;1944027334;2609144195;3130546441;3665329390;4247092761;4414163037;3875795775;3335916711;5231679693;5237344408;6355847113;7168675639;8175396291;8565151953;8636279088;8767754562;8934817922;9454609520;9146954676;9887968330;10932217087;11600724200;12543485648;13402441226;11850078637;12995902269;14176246029;14545948188;13985459466;13623739164;13932706390;13814831645;14541632465;15451903227;16327165800
Japan;Green GDP;2,0388E+11;2,31102E+11;3,08353E+11;4,21527E+11;4,68739E+11;5,11209E+11;5,75358E+11;7,10396E+11;1,00301E+12;1,04295E+12;1,09415E+12;1,20827E+12;1,12406E+12;1,23316E+12;1,30764E+12;1,38833E+12;2,06851E+12;2,52246E+12;3,06032E+12;3,04307E+12;3,12026E+12;3,57194E+12;3,89608E+12;4,44161E+12;4,89379E+12;5,43577E+12;4,82006E+12;4,40119E+12;4,01957E+12;4,5487E+12;4,87385E+12;4,2901E+12;4,10147E+12;4,43175E+12;4,80096E+12;4,74138E+12;4,51631E+12;4,50091E+12;5,02384E+12;5,21855E+12;5,68644E+12;6,14358E+12;6,18886E+12;5,14125E+12;4,83636E+12;4,37594E+12;4,90948E+12;4,85363E+12;4,94114E+12;5,06808E+12
Jordan;Green GDP;621800718,7;659303826,5;766816441,3;918728692,1;1159370711;1321640455;1671848509;2050797267;2561690524;3228618403;3851592216;4310453310;4604781645;4834652664;4872333408;4895899055;6295594050;6646567725;6171954133;4116712929;4038083044;4231287165;5252752547;5549643577;6172612999;6668082993;6862503583;7183032972;7857142977;8098855743;8401975656;8917864174;9524172122;10138584824;11350703935;12522991566;15022907618;17095650852;21916762985;23820253639;26515626092;28893552878;30987458250;33743313386;35969880759;37645288766;38837777937;40360286895;41865570833;43365783952
Kazakhstan;Green GDP;8233074311;8994084978;9820561828;10866568840;10991275031;11738468904;11862165680;12243766551;13053757914;13889443704;15304537566;15616768905;15990206751;16684975253;16737369610;17654981819;18296993435;18994510095;19876882569;22657900690;23713163408;21303319841;21330339889;20226866070;18305951379;17693805779;18298838946;19639950893;19355658374;14172482526;13502949140;18011411606;19693316619;25440282804;35267345973;46021200345;66484953073;93740994930;1,18108E+11;1,02883E+11;1,30892E+11;1,70905E+11;1,83596E+11;2,12165E+11;1,98821E+11;1,70938E+11;1,24471E+11;1,51322E+11;1,64887E+11;1,6502E+11
Kenya;Green GDP;1380495195;1537069382;1852462032;2207659293;2646111750;2883916370;3108172107;4041418552;4828610001;5735288865;6692623558;6284062504;5763240349;5457197933;5691280748;5673251406;6679497242;7372475083;7711964004;7685924870;7900753720;7482006017;7520355438;5016768791;6448177687;8234250415;11238073407;12311358395;13220973733;12169099296;11967217335;12281265593;12378560545;13907127464;15133548756;17676411802;24845361347;30645204548;34340973841;35262753537;38369441833;40119871536;48461151014;53115433279;59396696650;61826258523;66969282941;76756367617;85356587319;92982709314
Korea, Rep.;Green GDP;8404090506;9249230705;10188666162;13048703740;18675039463;20836645582;28832591662;37239289806;50685290519;65438104111;63838775096;71278753521;76677753832;86031064254;95650163468;99263579468;1,14781E+11;1,45794E+11;1,97063E+11;2,44239E+11;2,80585E+11;3,27738E+11;3,52371E+11;3,891E+11;4,59804E+11;5,62417E+11;6,05678E+11;5,64987E+11;3,79287E+11;4,93082E+11;5,71219E+11;5,4266E+11;6,22069E+11;6,97516E+11;7,87808E+11;9,29715E+11;1,04794E+12;1,16705E+12;1,04159E+12;9,38213E+11;1,13771E+12;1,24658E+12;1,2718E+12;1,36401E+12;1,47765E+12;1,45906E+12;1,49315E+12;1,61677E+12;1,71298E+12;1,63373E+12
Kuwait;Green GDP;1612399938;2385338053;2327359760;3189423469;10429628200;10080915247;10918366542;12133116688;13145346022;22405810847;26260949511;23834549415;20819516363;19642096462;20515668425;20401005919;17077832017;21311645273;19481389337;22422549280;17313958817;10810536224;18806525686;21442416211;22163113023;24492531696;28577757780;27424491184;23652825014;27736403950;34109605054;31427316486;35205455354;43524309014;53105023007;70270859394;88763046579;1,0067E+11;1,28763E+11;95433463298;1,0197E+11;1,3325E+11;1,46426E+11;1,46037E+11;1,36927E+11;98897192909;97023034633;1,09155E+11;1,2832E+11;1,21887E+11
Kyrgyz Republic;Green GDP;1272044335;1336967439;1348012608;1424360283;1435978415;1472629447;1513716578;1527044109;1595287045;1702202002;1716428230;1752346753;1790840193;1867748254;1875715705;2042729261;2122667617;2243204519;2340912939;2417226166;2537758190;2431107474;2174391079;1916933071;1598647062;1596097385;1746383418;1685964940;1573111592;1195117884;1310593661;1474992870;1524076325;1814579571;2088007500;2386978440;2759755498;3723778218;4881569689;4356759947;4331976679;5629346194;6187909743;6740873476;6943358542;6178336905;6261006368;7159965486;7660780936;7823225110
Lao PDR;Green GDP;729680473,9;784125541;880017366,6;895857804,4;942080691,3;960850803,8;983378711,3;1009160907;1107643844;1236336480;1334150403;1407494406;1564626845;1668523342;1736078461;2348336713;1742272321;1038772127;544918646,3;673580381,3;827163368,8;983101142,7;1076007011;1274516072;1479484576;1659087727;1765452249;1647494508;1185950419;1395251812;1681744212;1708467627;1691378160;1930200064;2267071558;2628335820;3199226133;3938519114;4996679032;5360523069;6454515154;7919346787;9334672648;11094982578;12344323443;13576031693;14890894529;15686013914;16781889973;16979708684
