,China,India,United States,Indonesia,Pakistan,Brazil,Nigeria,Bangladesh,Russian Federation,Mexico,Japan,Ethiopia,Philippines,"Egypt, Arab Rep.",Vietnam,"Congo, Dem. Rep.",Germany,Thailand,France,United Kingdom,Tanzania,South Africa,Italy,Kenya,Myanmar,"Korea, Rep.",Colombia,Spain,Uganda,Argentina,Canada,Poland,Morocco,Saudi Arabia,Uzbekistan,Angola,Peru,Australia,Ecuador,Netherlands,Senegal,Guatemala,Cuba,Uruguay,Finland,Singapore,Slovak Republic,Norway,Oman,Liberia,Costa Rica,Botswana,Chile
1960-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961-01-01,,,3.1078848748443297,,,,,,,,,,,,,,,,,,,5.20015217014785,,,,,,,,,3.08434502191211,,,,,,,2.20786311288796,,,,,,,,,,,,,,,
1962-01-01,,,3.2153459758719105,,,,,,,,,,,,,,,,,,,6.01327427554114,,,,,,,,,4.3447861297680594,,,,,,,5.580080091496151,,,,,,,,,,,,,,,
1963-01-01,,,3.37488224240515,,,,,,,,,,,,,,,,,,,2.4232729826850803,,,,,,,,,3.5298724728769098,,,,,,,3.2752267373465402,,,,,,,,,,,,,,,
1964-01-01,,,2.95166899970868,,,,,,,,,,,,,,,,,,,3.6678786204660296,,,,,,,,,2.8358553151365093,,,,,,,1.72663533169224,,,,,,,,,,,,,,,
1965-01-01,,,2.56591312626037,,,,,,,,,,,,,,,,,,,3.80007111536982,,,,,,,,,1.91334464825834,,,,,,,2.2616805382942204,,,,,,,,,,,,,,,
1966-01-01,,,2.64942062883462,,,,,,,,,,,,,,,,,,,3.24620817713342,,,,,,,,,0.9991735159118199,,,,,,,2.62015586473715,,,,,,,,,,,,,,,
1967-01-01,,,2.40622703183633,,,,,,,,,,,,,,,,,2.65769041612305,,4.2318766347290095,,,,,,,,,1.44392139922629,,,,,,,0.483594712133408,,,,,,,,,,,,,,,
1968-01-01,,,1.86391124668396,,,,,,,,,,,,,,,,,2.0801195486638,,4.24490738119758,,,,,,,,,2.74647409207131,,,,,,,3.25594188909196,,,,,,,,,,,,,,,
1969-01-01,,,2.85177336421873,,,,,,,,,,,,,,,,,0.5538754595359089,,0.571117250571696,,,,,,,,,2.9860017149634506,,,,,,,1.07083848617015,,,,,,,,,,,,,,,
1970-01-01,,,2.2501622197687,,,,-29.269517344324,,,,,,,,,,,,,1.62049390096783,,3.3203873441610403,,,,,,,,,,,,,,,,1.68568783839836,,,,,,,,,,,,,,,
1971-01-01,,,0.622604943545067,,,,5.5767887285537805,,,,,,,,,,,,,-0.449712178073405,,2.7268323943752004,,20.0693863331071,,,,,,,,,,,,,,1.9571104823223897,,,,,,,,,,,,,,,
1972-01-01,,,0.8872291892181879,,,,3.99165847921542,,,,,,,,,,,,,0.2908417771168689,,-1.74296022958178,,7.70192699084449,,,,,,,,,,,,,,0.779242485516423,,,,,,,,,,,,,,,
1973-01-01,,,2.4097353270424597,,,,1.5692577867550002,,,,,,,,,,,,,-0.38267678608015204,,-7.79257893924746,,-1.09237705780837,,,,,,,,,,,,,,-1.50550654330794,,,,,,,,,,,,,,,
1974-01-01,,,1.65106446946877,,,,-25.666759402174,,,,,,,,,,,,,-5.26616899610745,,-4.05071982393646,,-5.643527170037731,,,,,,,,,,,,,,-6.0187486602764,,,,,,,,,,,,,,,
1975-01-01,,,-1.28141917171203,,,,-13.968161843623,,,,,,,,,,,,,-12.1674069708577,,0.7633177807941669,,-1.6409056581706798,,,,,,,,,,,,,,-5.34938579977143,,,,,,,,,,,,,,,
1976-01-01,,,1.26689165138414,,,,-6.86748282764081,33.7950583515839,,,,,3.33738254438012,-3.16791456635486,,,,6.262932108544231,,-3.48579002622957,,1.77530130523867,,-7.49008375542714,,,,,,,,,,,,,,-3.59993137559282,,,,,,8.44897721916282,,,,,,,,,
1977-01-01,,,0.575068853397407,,,,-4.2576045208635005,13.861562262732301,,,,,3.35268291436679,-3.11968024060417,,,,4.60420553124245,,-4.2200392695836095,,2.0348155177755003,,-5.90233636175517,,,,,,,,,,,,,,-1.38626171712817,,,,,,4.2109176645148,,,,,,,,,
1978-01-01,,10.7746313302481,1.88990329029697,,,,-6.289567711042769,-12.269219666897099,,,,,2.4176480191082703,0.565092117483867,,,,1.16865713358645,,-2.12134307137053,,1.45165582025523,,6.71220181261041,,,,,,,,,,,,,,1.05167013072536,,,,,,17.1076345818047,,3.00659809184525,,,,,,,
1979-01-01,,-1.06114574577495,4.03454768984954,,,,-2.9947082119269,-2.0948676474774097,,,,,-0.8186529261965141,-9.31164222571519,,,,3.96956412578018,,-0.325891428410261,,-3.4763813725839197,,4.12856107261762,,,,,,,,,,,,,,0.45493918966668,,,,,,-8.742846964655829,,3.10535502771378,,,,,,,
1980-01-01,1.24163940019064,4.476508260900929,5.716390482707231,,,,-3.5474182148278097,-5.98813218232577,,,,,-0.205360309937721,0.8026859918940391,,,,3.05525704276093,,-2.8329187994275498,,-11.00901069391,,0.94258923773195,,,,,,,,,,,,,,-0.0336465373182348,,,,,,6.334440303267419,,0.535024861885242,,,,,,-1.5566549850126499,
1981-01-01,2.6203442300939703,5.11823674143201,8.59461979779302,,,,-65.8571487007244,1.1279847996913999,,,,,3.1945102866694395,17.58479046704,,,,8.15328341757775,,1.51093333227377,,2.32802852986955,,1.41050608362637,,,,,,,,,,,,,,2.1034720464687298,,,,,,24.497426027476102,,7.33834685904032,,,,,,9.72190950359579,
